Registration_id,code_module,code_presentation,id_student,date_registration,date_unregistration
1648,BBB,2013B,535407,-88.0,
1649,BBB,2013B,535468,-113.0,
1650,BBB,2013B,535526,-121.0,-94.0
1651,BBB,2013B,535530,-61.0,
1652,BBB,2013B,535558,-61.0,-4.0
1653,BBB,2013B,535605,-22.0,
1654,BBB,2013B,535618,-79.0,
1655,BBB,2013B,535755,-94.0,
1656,BBB,2013B,535760,-68.0,
1657,BBB,2013B,535773,-44.0,
1658,BBB,2013B,535778,-93.0,
1659,BBB,2013B,535800,-76.0,
1660,BBB,2013B,535807,-128.0,
1661,BBB,2013B,535820,-130.0,
1662,BBB,2013B,536050,-86.0,
1663,BBB,2013B,536112,-52.0,
1664,BBB,2013B,536188,-94.0,
1665,BBB,2013B,536189,-93.0,
1666,BBB,2013B,536203,-36.0,148.0
1667,BBB,2013B,536205,-64.0,
1668,BBB,2013B,536216,-90.0,
1669,BBB,2013B,536243,-106.0,
1670,BBB,2013B,536270,-106.0,97.0
1671,BBB,2013B,536442,-93.0,209.0
1672,BBB,2013B,536452,-86.0,
1673,BBB,2013B,536471,-115.0,-19.0
1674,BBB,2013B,536510,-96.0,191.0
1675,BBB,2013B,536519,-28.0,46.0
1676,BBB,2013B,536520,-53.0,-30.0
1677,BBB,2013B,536551,-127.0,
1678,BBB,2013B,536670,-21.0,27.0
1679,BBB,2013B,536722,-89.0,
1680,BBB,2013B,536726,-106.0,
1681,BBB,2013B,536856,-50.0,
1682,BBB,2013B,536900,-25.0,
1683,BBB,2013B,537162,-82.0,
1684,BBB,2013B,537193,-18.0,
1685,BBB,2013B,537255,-100.0,
1686,BBB,2013B,537259,-8.0,
1687,BBB,2013B,537263,-83.0,-8.0
1688,BBB,2013B,537320,-16.0,123.0
1689,BBB,2013B,537342,-80.0,
1690,BBB,2013B,537392,-78.0,101.0
1691,BBB,2013B,537414,-76.0,
1692,BBB,2013B,537433,-72.0,
1693,BBB,2013B,537434,-113.0,
1694,BBB,2013B,537464,-92.0,
1695,BBB,2013B,537473,-86.0,
1696,BBB,2013B,537488,-73.0,
1697,BBB,2013B,537558,-58.0,
1698,BBB,2013B,537572,-113.0,
1699,BBB,2013B,537584,-46.0,
1700,BBB,2013B,537676,-93.0,
1701,BBB,2013B,537679,-86.0,
1702,BBB,2013B,537688,-104.0,
1703,BBB,2013B,537704,-89.0,
1704,BBB,2013B,537844,-36.0,
1705,BBB,2013B,537875,-72.0,
1706,BBB,2013B,537898,-34.0,
1707,BBB,2013B,537905,-73.0,
1708,BBB,2013B,538138,-22.0,37.0
1709,BBB,2013B,538196,-89.0,178.0
1710,BBB,2013B,538221,-98.0,
1711,BBB,2013B,538232,-89.0,96.0
1712,BBB,2013B,538897,-8.0,
1713,BBB,2013B,538942,-72.0,
1714,BBB,2013B,538987,-83.0,
1715,BBB,2013B,539041,-71.0,-12.0
1716,BBB,2013B,539056,-46.0,
1717,BBB,2013B,539232,-95.0,172.0
1718,BBB,2013B,539253,-100.0,
1719,BBB,2013B,539265,-43.0,
1720,BBB,2013B,539303,-76.0,
1721,BBB,2013B,539345,-59.0,
1722,BBB,2013B,539365,-90.0,
1723,BBB,2013B,539385,-90.0,
1724,BBB,2013B,539416,-65.0,
1725,BBB,2013B,539418,-87.0,
1726,BBB,2013B,539426,-16.0,208.0
1727,BBB,2013B,539558,-95.0,
1728,BBB,2013B,539572,-89.0,
1729,BBB,2013B,539710,-86.0,
1730,BBB,2013B,539737,-27.0,
1731,BBB,2013B,539891,-23.0,65.0
1732,BBB,2013B,539962,-90.0,
1733,BBB,2013B,540055,-118.0,
1734,BBB,2013B,540122,-93.0,90.0
1735,BBB,2013B,540184,-90.0,
1736,BBB,2013B,540511,-29.0,
1737,BBB,2013B,540513,-44.0,
1738,BBB,2013B,540530,-46.0,
1739,BBB,2013B,540568,-89.0,-25.0
1740,BBB,2013B,540594,-25.0,9.0
1741,BBB,2013B,540607,-59.0,
1742,BBB,2013B,540614,-90.0,
1743,BBB,2013B,540656,-86.0,
1744,BBB,2013B,540750,-46.0,
1745,BBB,2013B,540767,-88.0,27.0
1746,BBB,2013B,540780,-48.0,
1747,BBB,2013B,540787,-82.0,45.0
1748,BBB,2013B,540826,-82.0,
1749,BBB,2013B,540918,-86.0,152.0
1750,BBB,2013B,540953,-86.0,27.0
1751,BBB,2013B,541013,-15.0,
1752,BBB,2013B,541048,-92.0,
1753,BBB,2013B,541061,-77.0,12.0
1754,BBB,2013B,541073,-66.0,
1755,BBB,2013B,541113,-30.0,
1756,BBB,2013B,541196,-93.0,88.0
1757,BBB,2013B,541231,-94.0,
1758,BBB,2013B,541232,-93.0,
1759,BBB,2013B,541363,-55.0,
1760,BBB,2013B,541523,-113.0,
1761,BBB,2013B,541573,-93.0,-45.0
1762,BBB,2013B,541697,-89.0,
1763,BBB,2013B,541706,-43.0,
1764,BBB,2013B,541709,-25.0,3.0
1765,BBB,2013B,541727,-65.0,11.0
1766,BBB,2013B,541763,-43.0,
1767,BBB,2013B,541764,-55.0,
1768,BBB,2013B,541794,-72.0,
1769,BBB,2013B,541803,-87.0,
1770,BBB,2013B,541808,-22.0,
1771,BBB,2013B,541822,-43.0,
1772,BBB,2013B,541832,-109.0,
1773,BBB,2013B,541838,-64.0,62.0
1774,BBB,2013B,541884,-50.0,
1775,BBB,2013B,541973,-82.0,
1776,BBB,2013B,541985,-36.0,27.0
1777,BBB,2013B,542010,-73.0,149.0
1778,BBB,2013B,542012,-86.0,
1779,BBB,2013B,542081,-23.0,2.0
1780,BBB,2013B,542084,-102.0,
1781,BBB,2013B,542115,-16.0,
1782,BBB,2013B,542172,-53.0,122.0
1783,BBB,2013B,542259,-87.0,222.0
1784,BBB,2013B,542260,-23.0,
1785,BBB,2013B,542291,-34.0,
1786,BBB,2013B,542396,-94.0,42.0
1787,BBB,2013B,542543,-76.0,
1788,BBB,2013B,542562,-85.0,-73.0
1789,BBB,2013B,542602,-68.0,11.0
1790,BBB,2013B,542613,-30.0,
1791,BBB,2013B,542622,-44.0,
1792,BBB,2013B,542663,-71.0,
1793,BBB,2013B,542687,-92.0,
1794,BBB,2013B,542692,-82.0,
1795,BBB,2013B,542745,-65.0,
1796,BBB,2013B,542748,-86.0,
1797,BBB,2013B,542760,-90.0,-9.0
1798,BBB,2013B,542991,-25.0,
1799,BBB,2013B,543124,-28.0,
1800,BBB,2013B,543140,-18.0,
1801,BBB,2013B,543165,-79.0,
1802,BBB,2013B,543180,-66.0,
1803,BBB,2013B,543199,-60.0,2.0
1804,BBB,2013B,543351,-42.0,
1805,BBB,2013B,543356,-77.0,
1806,BBB,2013B,543365,-73.0,-47.0
1807,BBB,2013B,543408,-58.0,158.0
1808,BBB,2013B,543465,-55.0,
1809,BBB,2013B,543473,-49.0,
1810,BBB,2013B,543533,-16.0,207.0
1811,BBB,2013B,543630,-23.0,
1812,BBB,2013B,543719,-60.0,
1813,BBB,2013B,543853,-55.0,
1814,BBB,2013B,543864,-53.0,
1815,BBB,2013B,543896,-52.0,-49.0
1816,BBB,2013B,543926,-78.0,138.0
1817,BBB,2013B,543970,-74.0,
1818,BBB,2013B,544017,-28.0,
1819,BBB,2013B,544186,-82.0,
1820,BBB,2013B,544351,-65.0,
1821,BBB,2013B,544408,-27.0,
1822,BBB,2013B,544435,-73.0,-2.0
1823,BBB,2013B,544444,-78.0,53.0
1824,BBB,2013B,544455,-68.0,
1825,BBB,2013B,544491,-27.0,27.0
1826,BBB,2013B,544500,-15.0,
1827,BBB,2013B,544519,-78.0,
1828,BBB,2013B,544532,-86.0,
1829,BBB,2013B,544627,-86.0,183.0
1830,BBB,2013B,544632,-50.0,
1831,BBB,2013B,544639,-24.0,
1832,BBB,2013B,544642,-89.0,
1833,BBB,2013B,544686,-23.0,17.0
1834,BBB,2013B,544741,-59.0,
1835,BBB,2013B,544796,-93.0,-16.0
1836,BBB,2013B,544848,-77.0,
1837,BBB,2013B,544859,-74.0,
1838,BBB,2013B,544881,-55.0,
1839,BBB,2013B,544890,-68.0,
1840,BBB,2013B,544978,-18.0,
1841,BBB,2013B,544989,-58.0,
1842,BBB,2013B,545001,-53.0,-15.0
1843,BBB,2013B,545041,-48.0,
1844,BBB,2013B,545072,-68.0,
1845,BBB,2013B,545191,-23.0,
1846,BBB,2013B,545219,-86.0,17.0
1847,BBB,2013B,545223,-86.0,226.0
1848,BBB,2013B,545240,-78.0,
1849,BBB,2013B,545337,-77.0,16.0
1850,BBB,2013B,545340,-73.0,
1851,BBB,2013B,545376,-86.0,54.0
1852,BBB,2013B,545381,-60.0,
1853,BBB,2013B,545392,-74.0,
1854,BBB,2013B,545480,-74.0,222.0
1855,BBB,2013B,545514,-98.0,-29.0
1856,BBB,2013B,545521,-44.0,51.0
1857,BBB,2013B,545658,-86.0,
1858,BBB,2013B,545697,-49.0,
1859,BBB,2013B,545702,-66.0,
1860,BBB,2013B,545725,-79.0,184.0
1861,BBB,2013B,545780,-74.0,
1862,BBB,2013B,545799,-95.0,-85.0
1863,BBB,2013B,545803,-15.0,
1864,BBB,2013B,545896,-27.0,27.0
1865,BBB,2013B,545927,-36.0,12.0
1866,BBB,2013B,546015,-21.0,27.0
1867,BBB,2013B,546019,-46.0,
1868,BBB,2013B,546052,-30.0,
1869,BBB,2013B,546136,-77.0,123.0
1870,BBB,2013B,546157,-80.0,
1871,BBB,2013B,546202,-23.0,
1872,BBB,2013B,546322,-59.0,
1873,BBB,2013B,546333,-21.0,28.0
1874,BBB,2013B,546407,-46.0,
1875,BBB,2013B,546428,-94.0,
1876,BBB,2013B,546455,-48.0,
1877,BBB,2013B,546500,-55.0,
1878,BBB,2013B,546533,-24.0,
1879,BBB,2013B,546609,-73.0,
1880,BBB,2013B,546632,-73.0,
1881,BBB,2013B,546681,-71.0,
1882,BBB,2013B,546685,-73.0,
1883,BBB,2013B,546749,-68.0,
1884,BBB,2013B,546786,-92.0,5.0
1885,BBB,2013B,546811,-76.0,
1886,BBB,2013B,546837,-24.0,
1887,BBB,2013B,546843,-24.0,
1888,BBB,2013B,546892,-92.0,30.0
1889,BBB,2013B,546909,-55.0,
1890,BBB,2013B,546921,-82.0,
1891,BBB,2013B,546941,-53.0,-30.0
1892,BBB,2013B,546947,-24.0,76.0
1893,BBB,2013B,546958,-73.0,
1894,BBB,2013B,547052,-82.0,-44.0
1895,BBB,2013B,547165,-76.0,
1896,BBB,2013B,547192,-68.0,
1897,BBB,2013B,547259,-65.0,
1898,BBB,2013B,547267,9.0,27.0
1899,BBB,2013B,547303,-36.0,4.0
1900,BBB,2013B,547372,-67.0,
1901,BBB,2013B,547390,-88.0,
1902,BBB,2013B,547403,-64.0,
1903,BBB,2013B,547409,-49.0,
1904,BBB,2013B,547427,-52.0,
1905,BBB,2013B,547466,-15.0,
1906,BBB,2013B,547472,-82.0,-17.0
1907,BBB,2013B,547620,-72.0,
1908,BBB,2013B,547663,-42.0,
1909,BBB,2013B,547689,-67.0,
1910,BBB,2013B,547690,-46.0,
1911,BBB,2013B,547697,-22.0,
1912,BBB,2013B,547755,-58.0,37.0
1913,BBB,2013B,547757,-24.0,
1914,BBB,2013B,547841,-36.0,
1915,BBB,2013B,547855,-73.0,-15.0
1916,BBB,2013B,547873,-72.0,
1917,BBB,2013B,547892,-65.0,
1918,BBB,2013B,547902,-46.0,
1919,BBB,2013B,547903,-58.0,
1920,BBB,2013B,548090,-73.0,
1921,BBB,2013B,548097,-50.0,
1922,BBB,2013B,548106,-72.0,123.0
1923,BBB,2013B,548124,-34.0,
1924,BBB,2013B,548241,-85.0,
1925,BBB,2013B,548255,-73.0,
1926,BBB,2013B,548275,-65.0,
1927,BBB,2013B,548307,-52.0,
1928,BBB,2013B,548321,-79.0,57.0
1929,BBB,2013B,548334,-23.0,
1930,BBB,2013B,548344,-65.0,
1931,BBB,2013B,548355,-29.0,57.0
1932,BBB,2013B,548403,-36.0,
1933,BBB,2013B,548439,-79.0,
1934,BBB,2013B,548488,-21.0,163.0
1935,BBB,2013B,548504,-28.0,
1936,BBB,2013B,548520,-58.0,
1937,BBB,2013B,548585,-50.0,80.0
1938,BBB,2013B,548617,-65.0,
1939,BBB,2013B,548642,-73.0,110.0
1940,BBB,2013B,548714,-80.0,
1941,BBB,2013B,548744,-22.0,
1942,BBB,2013B,548791,-53.0,
1943,BBB,2013B,548800,-22.0,-5.0
1944,BBB,2013B,548813,-53.0,
1945,BBB,2013B,548831,-71.0,57.0
1946,BBB,2013B,548834,-80.0,
1947,BBB,2013B,548838,-80.0,
1948,BBB,2013B,548839,-80.0,
1949,BBB,2013B,548843,-80.0,
1950,BBB,2013B,548871,-79.0,
1951,BBB,2013B,548881,-50.0,11.0
1952,BBB,2013B,548884,-52.0,
1953,BBB,2013B,548885,-79.0,
1954,BBB,2013B,548900,-71.0,57.0
1955,BBB,2013B,548921,-59.0,
1956,BBB,2013B,548924,-44.0,
1957,BBB,2013B,548935,-24.0,
1958,BBB,2013B,548954,-58.0,
1959,BBB,2013B,548981,-79.0,
1960,BBB,2013B,548990,-80.0,57.0
1961,BBB,2013B,549009,-53.0,179.0
1962,BBB,2013B,549047,-55.0,
1963,BBB,2013B,549078,-34.0,
1964,BBB,2013B,549106,-44.0,
1965,BBB,2013B,549143,-65.0,57.0
1966,BBB,2013B,549158,-46.0,
1967,BBB,2013B,549196,-65.0,
1968,BBB,2013B,549203,-16.0,
1969,BBB,2013B,549204,-16.0,
1970,BBB,2013B,549261,-24.0,
1971,BBB,2013B,549278,-50.0,
1972,BBB,2013B,549352,-78.0,-1.0
1973,BBB,2013B,549391,-65.0,
1974,BBB,2013B,549406,-53.0,
1975,BBB,2013B,549512,-25.0,34.0
1976,BBB,2013B,549563,-64.0,-11.0
1977,BBB,2013B,549568,-72.0,
1978,BBB,2013B,549590,-72.0,108.0
1979,BBB,2013B,549622,-44.0,12.0
1980,BBB,2013B,549651,-52.0,
1981,BBB,2013B,549713,-29.0,57.0
1982,BBB,2013B,549732,-65.0,
1983,BBB,2013B,549754,-42.0,
1984,BBB,2013B,549862,-73.0,
1985,BBB,2013B,549873,-49.0,170.0
1986,BBB,2013B,549907,-23.0,
1987,BBB,2013B,550018,-72.0,
1988,BBB,2013B,550051,-67.0,99.0
1989,BBB,2013B,550077,-55.0,
1990,BBB,2013B,550098,-53.0,
1991,BBB,2013B,550106,-65.0,124.0
1992,BBB,2013B,550163,-25.0,
1993,BBB,2013B,550208,-71.0,37.0
1994,BBB,2013B,550209,-60.0,
1995,BBB,2013B,550278,-65.0,51.0
1996,BBB,2013B,550322,-58.0,
1997,BBB,2013B,550342,-58.0,
1998,BBB,2013B,550354,-49.0,
1999,BBB,2013B,550381,-60.0,
2000,BBB,2013B,550400,-49.0,
2001,BBB,2013B,550403,-49.0,
2002,BBB,2013B,550428,-30.0,
2003,BBB,2013B,550429,-73.0,
2004,BBB,2013B,550520,-18.0,
2005,BBB,2013B,550549,-9.0,
2006,BBB,2013B,550597,-23.0,
2007,BBB,2013B,550613,-36.0,
2008,BBB,2013B,550668,-46.0,
2009,BBB,2013B,550676,-55.0,-29.0
2010,BBB,2013B,550707,-55.0,
2011,BBB,2013B,550708,-55.0,
2012,BBB,2013B,550777,-16.0,89.0
2013,BBB,2013B,550842,-59.0,-29.0
2014,BBB,2013B,550867,-16.0,174.0
2015,BBB,2013B,550898,-48.0,
2016,BBB,2013B,550921,-60.0,
2017,BBB,2013B,550923,-29.0,
2018,BBB,2013B,550960,-21.0,115.0
2019,BBB,2013B,550963,-49.0,
2020,BBB,2013B,551032,-30.0,
2021,BBB,2013B,551053,-29.0,163.0
2022,BBB,2013B,551080,-58.0,
2023,BBB,2013B,551129,-67.0,
2024,BBB,2013B,551172,-53.0,18.0
2025,BBB,2013B,551274,-23.0,
2026,BBB,2013B,551282,-36.0,
2027,BBB,2013B,551480,-16.0,
2028,BBB,2013B,551487,-16.0,
2029,BBB,2013B,551504,-48.0,
2030,BBB,2013B,551576,-65.0,
2031,BBB,2013B,551601,-46.0,-17.0
2032,BBB,2013B,551655,-15.0,206.0
2033,BBB,2013B,551702,-49.0,222.0
2034,BBB,2013B,551706,-21.0,
2035,BBB,2013B,551714,-21.0,
2036,BBB,2013B,551715,-11.0,
2037,BBB,2013B,551716,-16.0,
2038,BBB,2013B,551724,-65.0,0.0
2039,BBB,2013B,551759,-58.0,
2040,BBB,2013B,551762,-23.0,57.0
2041,BBB,2013B,551770,-50.0,
2042,BBB,2013B,551886,-52.0,
2043,BBB,2013B,551891,-30.0,57.0
2044,BBB,2013B,551895,-49.0,
2045,BBB,2013B,551906,-50.0,220.0
2046,BBB,2013B,551938,-48.0,
2047,BBB,2013B,551954,-25.0,
2048,BBB,2013B,551985,-24.0,
2049,BBB,2013B,552007,-52.0,
2050,BBB,2013B,552017,-58.0,
2051,BBB,2013B,552025,-55.0,142.0
2052,BBB,2013B,552039,-60.0,
2053,BBB,2013B,552056,-55.0,57.0
2054,BBB,2013B,552069,-25.0,57.0
2055,BBB,2013B,552110,-50.0,
2056,BBB,2013B,552135,-15.0,
2057,BBB,2013B,552222,-52.0,212.0
2058,BBB,2013B,552273,-30.0,
2059,BBB,2013B,552420,-44.0,223.0
2060,BBB,2013B,552535,-46.0,
2061,BBB,2013B,552640,-59.0,4.0
2062,BBB,2013B,552667,-59.0,
2063,BBB,2013B,552701,-50.0,
2064,BBB,2013B,552718,-58.0,
2065,BBB,2013B,552719,-29.0,27.0
2066,BBB,2013B,552749,-52.0,
2067,BBB,2013B,552822,-58.0,
2068,BBB,2013B,552826,-21.0,
2069,BBB,2013B,552859,-55.0,
2070,BBB,2013B,552894,-22.0,
2071,BBB,2013B,552902,-46.0,
2072,BBB,2013B,552914,-53.0,
2073,BBB,2013B,552929,-58.0,
2074,BBB,2013B,552939,-58.0,57.0
2075,BBB,2013B,552991,-20.0,
2076,BBB,2013B,553047,-23.0,
2077,BBB,2013B,553125,-58.0,
2078,BBB,2013B,553320,-25.0,
2079,BBB,2013B,553321,-43.0,
2080,BBB,2013B,553442,-44.0,
2081,BBB,2013B,553443,-11.0,
2082,BBB,2013B,553462,-16.0,
2083,BBB,2013B,553487,-55.0,
2084,BBB,2013B,553490,-53.0,
2085,BBB,2013B,553502,-52.0,
2086,BBB,2013B,553508,-53.0,
2087,BBB,2013B,553520,-53.0,83.0
2088,BBB,2013B,553526,-43.0,-22.0
2089,BBB,2013B,553572,-11.0,
2090,BBB,2013B,553716,-16.0,
2091,BBB,2013B,553729,-36.0,
2092,BBB,2013B,553755,-30.0,
2093,BBB,2013B,553763,-23.0,
2094,BBB,2013B,553800,-36.0,
2095,BBB,2013B,553807,-30.0,143.0
2096,BBB,2013B,553840,-46.0,
2097,BBB,2013B,553938,-44.0,-1.0
2098,BBB,2013B,554068,-52.0,
2099,BBB,2013B,554083,-24.0,
2100,BBB,2013B,554139,-15.0,
2101,BBB,2013B,554203,-27.0,54.0
2102,BBB,2013B,554206,-51.0,
2103,BBB,2013B,554226,-22.0,
2104,BBB,2013B,554249,-44.0,-29.0
2105,BBB,2013B,554290,-28.0,-18.0
2106,BBB,2013B,554294,-8.0,
2107,BBB,2013B,554336,-16.0,
2108,BBB,2013B,554344,-23.0,
2109,BBB,2013B,554352,-50.0,
2110,BBB,2013B,554362,-44.0,-5.0
2111,BBB,2013B,554374,-49.0,
2112,BBB,2013B,554393,-15.0,
2113,BBB,2013B,554454,-36.0,-2.0
2114,BBB,2013B,554482,-36.0,2.0
2115,BBB,2013B,554512,-22.0,130.0
2116,BBB,2013B,554545,-34.0,67.0
2117,BBB,2013B,554551,-36.0,
2118,BBB,2013B,554608,-50.0,
2119,BBB,2013B,554637,-46.0,27.0
2120,BBB,2013B,554783,-42.0,48.0
2121,BBB,2013B,554795,-30.0,
2122,BBB,2013B,554818,-16.0,187.0
2123,BBB,2013B,554830,-25.0,
2124,BBB,2013B,554894,-46.0,
2125,BBB,2013B,554898,-15.0,
2126,BBB,2013B,554920,-36.0,27.0
2127,BBB,2013B,554930,-4.0,186.0
2128,BBB,2013B,554986,-46.0,
2129,BBB,2013B,554998,-34.0,
2130,BBB,2013B,555035,-28.0,200.0
2131,BBB,2013B,555059,-46.0,
2132,BBB,2013B,555086,-25.0,
2133,BBB,2013B,555102,-25.0,
2134,BBB,2013B,555157,-46.0,
2135,BBB,2013B,555212,-46.0,27.0
2136,BBB,2013B,555263,-29.0,
2137,BBB,2013B,555309,-30.0,
2138,BBB,2013B,555338,-42.0,-8.0
2139,BBB,2013B,555407,-46.0,
2140,BBB,2013B,555414,-36.0,
2141,BBB,2013B,555552,-43.0,27.0
2142,BBB,2013B,555627,-43.0,
2143,BBB,2013B,555667,-44.0,
2144,BBB,2013B,555670,-34.0,
2145,BBB,2013B,555672,-44.0,
2146,BBB,2013B,555673,-42.0,
2147,BBB,2013B,555674,-44.0,
2148,BBB,2013B,555675,-44.0,
2149,BBB,2013B,555695,-34.0,
2150,BBB,2013B,555707,-43.0,27.0
2151,BBB,2013B,555747,-15.0,
2152,BBB,2013B,555837,-20.0,154.0
2153,BBB,2013B,555838,-43.0,
2154,BBB,2013B,555880,-12.0,
2155,BBB,2013B,555902,-16.0,
2156,BBB,2013B,555909,-22.0,96.0
2157,BBB,2013B,555930,-12.0,
2158,BBB,2013B,555935,-21.0,209.0
2159,BBB,2013B,555946,-34.0,
2160,BBB,2013B,555995,-16.0,27.0
2161,BBB,2013B,556077,-36.0,17.0
2162,BBB,2013B,556138,-28.0,136.0
2163,BBB,2013B,556224,-30.0,
2164,BBB,2013B,556284,-15.0,
2165,BBB,2013B,556292,-24.0,
2166,BBB,2013B,556301,-34.0,
2167,BBB,2013B,556318,-15.0,
2168,BBB,2013B,556349,-23.0,
2169,BBB,2013B,556481,-30.0,27.0
2170,BBB,2013B,556502,-34.0,
2171,BBB,2013B,556553,-34.0,
2172,BBB,2013B,556568,-30.0,173.0
2173,BBB,2013B,556585,-25.0,-15.0
2174,BBB,2013B,556605,-22.0,
2175,BBB,2013B,556648,-24.0,
2176,BBB,2013B,556692,-30.0,168.0
2177,BBB,2013B,556840,-29.0,109.0
2178,BBB,2013B,556860,-30.0,
2179,BBB,2013B,556863,-30.0,121.0
2180,BBB,2013B,556865,-30.0,
2181,BBB,2013B,556871,-30.0,
2182,BBB,2013B,556876,-30.0,
2183,BBB,2013B,556877,-30.0,111.0
2184,BBB,2013B,556878,-30.0,
2185,BBB,2013B,556882,-30.0,45.0
2186,BBB,2013B,556883,-30.0,
2187,BBB,2013B,556887,-30.0,
2188,BBB,2013B,556892,-30.0,
2189,BBB,2013B,556898,-30.0,
2190,BBB,2013B,556929,-28.0,-18.0
2191,BBB,2013B,556959,-22.0,
2192,BBB,2013B,556986,-30.0,179.0
2193,BBB,2013B,556987,-30.0,
2194,BBB,2013B,556988,-30.0,26.0
2195,BBB,2013B,556990,-30.0,
2196,BBB,2013B,556992,-30.0,
2197,BBB,2013B,556997,-30.0,
2198,BBB,2013B,556999,-30.0,
2199,BBB,2013B,557006,-30.0,
2200,BBB,2013B,557024,-30.0,
2201,BBB,2013B,557032,-30.0,
2202,BBB,2013B,557057,-29.0,
2203,BBB,2013B,557060,-29.0,
2204,BBB,2013B,557145,-23.0,
2205,BBB,2013B,557155,-27.0,-11.0
2206,BBB,2013B,557170,-22.0,27.0
2207,BBB,2013B,557220,-22.0,
2208,BBB,2013B,557285,-25.0,
2209,BBB,2013B,557308,-22.0,
2210,BBB,2013B,557325,-16.0,
2211,BBB,2013B,557338,-28.0,-17.0
2212,BBB,2013B,557351,-29.0,
2213,BBB,2013B,557451,-28.0,
2214,BBB,2013B,557528,-21.0,
2215,BBB,2013B,557594,-27.0,
2216,BBB,2013B,557622,-27.0,
2217,BBB,2013B,557709,-25.0,125.0
2218,BBB,2013B,557729,-28.0,27.0
2219,BBB,2013B,557758,-25.0,
2220,BBB,2013B,557775,-25.0,
2221,BBB,2013B,557803,-25.0,
2222,BBB,2013B,557827,-22.0,
2223,BBB,2013B,557865,-21.0,
2224,BBB,2013B,557935,-27.0,
2225,BBB,2013B,557938,-23.0,27.0
2226,BBB,2013B,557968,-27.0,
2227,BBB,2013B,557979,-15.0,
2228,BBB,2013B,557997,-23.0,-15.0
2229,BBB,2013B,558024,-22.0,
2230,BBB,2013B,558040,-23.0,
2231,BBB,2013B,558042,-23.0,
2232,BBB,2013B,558066,-24.0,
2233,BBB,2013B,558068,-24.0,
2234,BBB,2013B,558075,-24.0,
2235,BBB,2013B,558092,-23.0,
2236,BBB,2013B,558099,-23.0,
2237,BBB,2013B,558113,-25.0,
2238,BBB,2013B,558114,-23.0,
2239,BBB,2013B,558146,-22.0,27.0
2240,BBB,2013B,558163,-25.0,44.0
2241,BBB,2013B,558168,-22.0,
2242,BBB,2013B,558212,-15.0,27.0
2243,BBB,2013B,558231,-21.0,-2.0
2244,BBB,2013B,558247,-25.0,
2245,BBB,2013B,558250,-25.0,
2246,BBB,2013B,558324,-23.0,111.0
2247,BBB,2013B,558326,-25.0,11.0
2248,BBB,2013B,558373,-25.0,
2249,BBB,2013B,558395,-25.0,27.0
2250,BBB,2013B,558435,-19.0,
2251,BBB,2013B,558602,-24.0,
2252,BBB,2013B,558622,-23.0,
2253,BBB,2013B,558654,-25.0,101.0
2254,BBB,2013B,558662,-24.0,
2255,BBB,2013B,558689,-23.0,
2256,BBB,2013B,558701,-24.0,87.0
2257,BBB,2013B,558703,-24.0,
2258,BBB,2013B,558747,-23.0,
2259,BBB,2013B,558769,-15.0,
2260,BBB,2013B,558809,-24.0,
2261,BBB,2013B,558820,-9.0,
2262,BBB,2013B,558903,-18.0,
2263,BBB,2013B,558955,-22.0,
2264,BBB,2013B,558965,-16.0,
2265,BBB,2013B,558974,-21.0,-5.0
2266,BBB,2013B,559011,-20.0,86.0
2267,BBB,2013B,559031,-18.0,
2268,BBB,2013B,559173,-24.0,
2269,BBB,2013B,559180,-24.0,
2270,BBB,2013B,559227,-24.0,27.0
2271,BBB,2013B,559253,-22.0,
2272,BBB,2013B,559291,-21.0,-5.0
2273,BBB,2013B,559350,-24.0,
2274,BBB,2013B,559389,-24.0,
2275,BBB,2013B,559425,-24.0,76.0
2276,BBB,2013B,559452,-24.0,
2277,BBB,2013B,559458,-24.0,
2278,BBB,2013B,559475,-21.0,
2279,BBB,2013B,559495,-23.0,
2280,BBB,2013B,559595,-22.0,
2281,BBB,2013B,559603,-23.0,
2282,BBB,2013B,559606,-23.0,
2283,BBB,2013B,559608,-23.0,
2284,BBB,2013B,559610,-23.0,
2285,BBB,2013B,559611,-21.0,
2286,BBB,2013B,559651,-22.0,
2287,BBB,2013B,559697,-12.0,102.0
2288,BBB,2013B,559744,-21.0,
2289,BBB,2013B,559808,-9.0,
2290,BBB,2013B,559989,-22.0,
2291,BBB,2013B,560005,-16.0,158.0
2292,BBB,2013B,560012,-22.0,
2293,BBB,2013B,560075,-15.0,
2294,BBB,2013B,560102,-20.0,-1.0
2295,BBB,2013B,560117,-22.0,185.0
2296,BBB,2013B,560160,-11.0,
2297,BBB,2013B,560161,-22.0,27.0
2298,BBB,2013B,560170,5.0,
2299,BBB,2013B,560185,-22.0,11.0
2300,BBB,2013B,560208,-22.0,
2301,BBB,2013B,560319,-15.0,
2302,BBB,2013B,560335,-22.0,82.0
2303,BBB,2013B,560455,-21.0,
2304,BBB,2013B,560458,-21.0,-2.0
2305,BBB,2013B,560468,-21.0,
2306,BBB,2013B,560891,-15.0,
2307,BBB,2013B,560968,-19.0,
2308,BBB,2013B,560970,-19.0,
2309,BBB,2013B,561138,-16.0,
2310,BBB,2013B,561161,-19.0,
2311,BBB,2013B,561164,-18.0,
2312,BBB,2013B,561166,-19.0,
2313,BBB,2013B,561167,-19.0,
2314,BBB,2013B,561343,-15.0,
