enrollment_id,code_module,code_presentation,imd_band,num_of_prev_attempts,studied_credits,final_result,id_student
2531,BBB,2013J,50-60%,1,90,Pass,52899
2532,BBB,2013J,10-20,1,120,Withdrawn,53360
2533,BBB,2013J,0-10%,3,75,Withdrawn,54388
2534,BBB,2013J,20-30%,0,60,Pass,55026
2535,BBB,2013J,20-30%,0,60,Fail,56340
2536,BBB,2013J,60-70%,1,60,Pass,56789
2537,BBB,2013J,30-40%,0,60,Fail,57079
2538,BBB,2013J,40-50%,0,60,Withdrawn,57369
2539,BBB,2013J,20-30%,0,180,Withdrawn,61118
2540,BBB,2013J,20-30%,1,120,Fail,63044
2541,BBB,2013J,50-60%,0,120,Withdrawn,64246
2542,BBB,2013J,10-20,1,120,Withdrawn,65807
2543,BBB,2013J,10-20,1,60,Withdrawn,67863
2544,BBB,2013J,70-80%,0,60,Fail,68556
2545,BBB,2013J,10-20,1,60,Withdrawn,69843
2546,BBB,2013J,10-20,0,120,Withdrawn,72057
2547,BBB,2013J,80-90%,0,120,Pass,73489
2548,BBB,2013J,70-80%,0,60,Withdrawn,74169
2549,BBB,2013J,60-70%,0,60,Distinction,74585
2550,BBB,2013J,0-10%,1,120,Withdrawn,78255
2551,BBB,2013J,60-70%,0,60,Distinction,80717
2552,BBB,2013J,80-90%,0,120,Pass,84812
2553,BBB,2013J,50-60%,1,60,Fail,86291
2554,BBB,2013J,70-80%,0,60,Pass,90243
2555,BBB,2013J,60-70%,0,180,Pass,96475
2556,BBB,2013J,70-80%,0,60,Pass,97567
2557,BBB,2013J,70-80%,0,60,Pass,98268
2558,BBB,2013J,20-30%,0,60,Pass,98720
2559,BBB,2013J,20-30%,1,120,Withdrawn,100282
2560,BBB,2013J,40-50%,0,120,Pass,105527
2561,BBB,2013J,20-30%,0,60,Pass,105851
2562,BBB,2013J,0-10%,0,60,Pass,105883
2563,BBB,2013J,60-70%,0,60,Distinction,106588
2564,BBB,2013J,90-100%,0,60,Pass,108118
2565,BBB,2013J,30-40%,3,60,Fail,108760
2566,BBB,2013J,,0,60,Pass,109372
2567,BBB,2013J,50-60%,0,60,Withdrawn,109782
2568,BBB,2013J,70-80%,0,120,Pass,111942
2569,BBB,2013J,30-40%,2,60,Pass,119898
2570,BBB,2013J,10-20,0,90,Pass,123716
2571,BBB,2013J,40-50%,0,60,Pass,124909
2572,BBB,2013J,40-50%,0,60,Withdrawn,125874
2573,BBB,2013J,30-40%,0,60,Fail,128386
2574,BBB,2013J,90-100%,1,120,Pass,128889
2575,BBB,2013J,60-70%,3,60,Pass,131051
2576,BBB,2013J,20-30%,0,60,Withdrawn,132626
2577,BBB,2013J,50-60%,0,60,Withdrawn,133269
2578,BBB,2013J,20-30%,2,60,Pass,134563
2579,BBB,2013J,40-50%,0,60,Fail,138289
2580,BBB,2013J,0-10%,1,60,Fail,138920
2581,BBB,2013J,40-50%,1,60,Pass,139549
2582,BBB,2013J,20-30%,1,60,Pass,141949
2583,BBB,2013J,40-50%,0,60,Pass,146165
2584,BBB,2013J,80-90%,0,120,Pass,146600
2585,BBB,2013J,20-30%,0,60,Fail,151800
2586,BBB,2013J,10-20,3,60,Fail,151917
2587,BBB,2013J,50-60%,2,60,Withdrawn,152867
2588,BBB,2013J,0-10%,2,60,Fail,153704
2589,BBB,2013J,30-40%,0,60,Pass,154011
2590,BBB,2013J,50-60%,1,60,Withdrawn,154570
2591,BBB,2013J,80-90%,0,60,Pass,156311
2592,BBB,2013J,30-40%,0,180,Withdrawn,156788
2593,BBB,2013J,30-40%,0,60,Pass,157060
2594,BBB,2013J,80-90%,1,60,Pass,157795
2595,BBB,2013J,30-40%,0,120,Distinction,161491
2596,BBB,2013J,0-10%,1,60,Fail,162646
2597,BBB,2013J,10-20,0,60,Withdrawn,165823
2598,BBB,2013J,30-40%,1,60,Pass,169213
2599,BBB,2013J,80-90%,0,60,Pass,174222
2600,BBB,2013J,70-80%,0,60,Fail,174440
2601,BBB,2013J,10-20,1,60,Pass,174487
2602,BBB,2013J,70-80%,1,60,Fail,178738
2603,BBB,2013J,70-80%,0,120,Pass,178963
2604,BBB,2013J,30-40%,1,60,Fail,179254
2605,BBB,2013J,40-50%,3,60,Pass,182661
2606,BBB,2013J,0-10%,0,60,Withdrawn,184236
2607,BBB,2013J,20-30%,0,60,Withdrawn,184897
2608,BBB,2013J,80-90%,0,90,Withdrawn,185597
2609,BBB,2013J,90-100%,1,120,Fail,188026
2610,BBB,2013J,50-60%,1,60,Fail,189095
2611,BBB,2013J,30-40%,0,60,Pass,191269
2612,BBB,2013J,30-40%,0,120,Fail,193215
2613,BBB,2013J,10-20,0,60,Pass,195096
2614,BBB,2013J,40-50%,1,60,Distinction,195938
2615,BBB,2013J,30-40%,1,150,Pass,197240
2616,BBB,2013J,10-20,0,60,Pass,197412
2617,BBB,2013J,80-90%,0,60,Pass,197759
2618,BBB,2013J,30-40%,1,60,Withdrawn,198339
2619,BBB,2013J,90-100%,0,60,Distinction,199029
2620,BBB,2013J,30-40%,0,60,Pass,199663
2621,BBB,2013J,30-40%,1,60,Fail,202879
2622,BBB,2013J,70-80%,0,60,Pass,203640
2623,BBB,2013J,40-50%,0,120,Pass,205788
2624,BBB,2013J,30-40%,0,60,Fail,227416
2625,BBB,2013J,10-20,0,120,Withdrawn,228243
2626,BBB,2013J,90-100%,2,180,Withdrawn,228513
2627,BBB,2013J,30-40%,0,120,Pass,230081
2628,BBB,2013J,20-30%,1,180,Withdrawn,231959
2629,BBB,2013J,30-40%,0,240,Withdrawn,233102
2630,BBB,2013J,60-70%,1,60,Pass,233317
2631,BBB,2013J,60-70%,0,60,Pass,233752
2632,BBB,2013J,80-90%,0,60,Fail,233957
2633,BBB,2013J,80-90%,1,60,Fail,234929
2634,BBB,2013J,30-40%,0,210,Withdrawn,235258
2635,BBB,2013J,20-30%,0,150,Withdrawn,235428
2636,BBB,2013J,60-70%,0,60,Withdrawn,238825
2637,BBB,2013J,30-40%,0,60,Pass,240993
2638,BBB,2013J,60-70%,0,120,Fail,241338
2639,BBB,2013J,0-10%,1,120,Fail,242149
2640,BBB,2013J,30-40%,1,60,Withdrawn,242893
2641,BBB,2013J,0-10%,0,120,Withdrawn,243047
2642,BBB,2013J,0-10%,0,60,Pass,243851
2643,BBB,2013J,80-90%,0,60,Fail,243909
2644,BBB,2013J,80-90%,0,60,Pass,243992
2645,BBB,2013J,20-30%,0,60,Withdrawn,244917
2646,BBB,2013J,80-90%,1,60,Pass,245987
2647,BBB,2013J,20-30%,2,120,Pass,247902
2648,BBB,2013J,40-50%,0,120,Distinction,248653
2649,BBB,2013J,80-90%,0,60,Pass,248716
2650,BBB,2013J,0-10%,2,60,Withdrawn,248800
2651,BBB,2013J,10-20,1,90,Fail,251815
2652,BBB,2013J,10-20,0,60,Pass,252257
2653,BBB,2013J,50-60%,1,120,Withdrawn,252652
2654,BBB,2013J,20-30%,0,60,Pass,253577
2655,BBB,2013J,0-10%,1,60,Pass,256998
2656,BBB,2013J,80-90%,0,60,Distinction,258035
2657,BBB,2013J,40-50%,2,120,Withdrawn,259182
2658,BBB,2013J,30-40%,1,60,Pass,260179
2659,BBB,2013J,50-60%,0,60,Fail,261332
2660,BBB,2013J,30-40%,0,60,Pass,261466
2661,BBB,2013J,10-20,0,60,Pass,262639
2662,BBB,2013J,30-40%,1,120,Pass,264152
2663,BBB,2013J,90-100%,0,120,Pass,264744
2664,BBB,2013J,70-80%,0,120,Withdrawn,264842
2665,BBB,2013J,40-50%,0,60,Fail,265170
2666,BBB,2013J,90-100%,0,90,Distinction,266331
2667,BBB,2013J,80-90%,0,120,Pass,266564
2668,BBB,2013J,30-40%,0,240,Withdrawn,266744
2669,BBB,2013J,10-20,0,90,Pass,268589
2670,BBB,2013J,90-100%,2,60,Distinction,269082
2671,BBB,2013J,90-100%,0,60,Pass,269204
2672,BBB,2013J,90-100%,0,90,Pass,270646
2673,BBB,2013J,90-100%,1,150,Withdrawn,271346
2674,BBB,2013J,0-10%,1,60,Fail,272172
2675,BBB,2013J,20-30%,2,60,Withdrawn,272617
2676,BBB,2013J,0-10%,1,60,Fail,274247
2677,BBB,2013J,60-70%,1,60,Withdrawn,274577
2678,BBB,2013J,80-90%,0,75,Pass,274971
2679,BBB,2013J,70-80%,0,60,Withdrawn,276925
2680,BBB,2013J,30-40%,0,60,Fail,277537
2681,BBB,2013J,90-100%,0,60,Distinction,277812
2682,BBB,2013J,20-30%,1,120,Fail,278272
2683,BBB,2013J,90-100%,0,120,Withdrawn,278773
2684,BBB,2013J,20-30%,1,60,Pass,278794
2685,BBB,2013J,40-50%,2,60,Fail,280140
2686,BBB,2013J,10-20,0,210,Fail,280151
2687,BBB,2013J,10-20,0,120,Withdrawn,280439
2688,BBB,2013J,70-80%,0,120,Withdrawn,282038
2689,BBB,2013J,50-60%,1,60,Withdrawn,282785
2690,BBB,2013J,70-80%,2,60,Pass,284906
2691,BBB,2013J,0-10%,1,180,Fail,285050
2692,BBB,2013J,70-80%,0,60,Distinction,286402
2693,BBB,2013J,70-80%,2,60,Fail,286690
2694,BBB,2013J,0-10%,0,60,Distinction,287107
2695,BBB,2013J,40-50%,2,120,Pass,287309
2696,BBB,2013J,60-70%,0,60,Pass,287679
2697,BBB,2013J,20-30%,0,210,Withdrawn,289753
2698,BBB,2013J,0-10%,1,60,Fail,289965
2699,BBB,2013J,40-50%,0,120,Distinction,290089
2700,BBB,2013J,80-90%,0,60,Distinction,291544
2701,BBB,2013J,50-60%,0,60,Pass,292537
2702,BBB,2013J,40-50%,0,60,Distinction,293712
2703,BBB,2013J,,0,60,Distinction,293754
2704,BBB,2013J,30-40%,1,120,Pass,293760
2705,BBB,2013J,40-50%,2,60,Withdrawn,299561
2706,BBB,2013J,0-10%,1,60,Fail,301583
2707,BBB,2013J,20-30%,0,60,Pass,301987
2708,BBB,2013J,10-20,3,60,Withdrawn,303331
2709,BBB,2013J,0-10%,0,60,Fail,303617
2710,BBB,2013J,70-80%,0,90,Withdrawn,304069
2711,BBB,2013J,60-70%,3,120,Withdrawn,304795
2712,BBB,2013J,10-20,2,60,Fail,305173
2713,BBB,2013J,30-40%,2,120,Withdrawn,305547
2714,BBB,2013J,50-60%,1,60,Withdrawn,305812
2715,BBB,2013J,80-90%,1,180,Fail,305935
2716,BBB,2013J,20-30%,0,60,Pass,306964
2717,BBB,2013J,10-20,0,60,Fail,307193
2718,BBB,2013J,60-70%,0,60,Withdrawn,307230
2719,BBB,2013J,80-90%,1,60,Withdrawn,308359
2720,BBB,2013J,10-20,0,120,Fail,308509
2721,BBB,2013J,50-60%,0,60,Withdrawn,308703
2722,BBB,2013J,40-50%,0,60,Withdrawn,308852
2723,BBB,2013J,40-50%,0,60,Withdrawn,310125
2724,BBB,2013J,50-60%,1,60,Pass,310933
2725,BBB,2013J,80-90%,2,120,Withdrawn,312531
2726,BBB,2013J,70-80%,1,120,Withdrawn,314850
2727,BBB,2013J,20-30%,2,60,Distinction,315105
2728,BBB,2013J,70-80%,0,60,Pass,316076
2729,BBB,2013J,70-80%,0,60,Pass,318848
2730,BBB,2013J,40-50%,1,60,Pass,319618
2731,BBB,2013J,20-30%,0,120,Pass,320051
2732,BBB,2013J,90-100%,1,60,Pass,320757
2733,BBB,2013J,30-40%,1,270,Withdrawn,322728
2734,BBB,2013J,60-70%,0,60,Pass,323090
2735,BBB,2013J,10-20,0,120,Pass,323606
2736,BBB,2013J,60-70%,1,120,Withdrawn,324236
2737,BBB,2013J,10-20,3,60,Withdrawn,324319
2738,BBB,2013J,10-20,2,120,Withdrawn,324614
2739,BBB,2013J,70-80%,0,60,Pass,325887
2740,BBB,2013J,70-80%,1,60,Fail,329030
2741,BBB,2013J,50-60%,0,90,Distinction,329192
2742,BBB,2013J,70-80%,1,60,Withdrawn,332257
2743,BBB,2013J,20-30%,0,90,Withdrawn,333117
2744,BBB,2013J,50-60%,0,60,Withdrawn,333651
2745,BBB,2013J,20-30%,0,60,Fail,335136
2746,BBB,2013J,90-100%,3,60,Fail,335481
2747,BBB,2013J,30-40%,0,60,Pass,336478
2748,BBB,2013J,30-40%,0,120,Fail,336646
2749,BBB,2013J,70-80%,0,60,Pass,337151
2750,BBB,2013J,50-60%,0,120,Pass,338741
2751,BBB,2013J,80-90%,2,60,Withdrawn,338878
2752,BBB,2013J,0-10%,0,60,Pass,339494
2753,BBB,2013J,70-80%,1,60,Pass,339608
2754,BBB,2013J,0-10%,0,60,Withdrawn,339656
2755,BBB,2013J,20-30%,0,120,Withdrawn,340661
2756,BBB,2013J,10-20,0,120,Pass,340911
2757,BBB,2013J,30-40%,0,60,Pass,340965
2758,BBB,2013J,0-10%,1,60,Withdrawn,341612
2759,BBB,2013J,50-60%,1,90,Withdrawn,342678
2760,BBB,2013J,30-40%,0,60,Pass,342685
2761,BBB,2013J,70-80%,0,60,Pass,344568
2762,BBB,2013J,70-80%,0,60,Withdrawn,345083
2763,BBB,2013J,80-90%,2,90,Fail,345128
2764,BBB,2013J,80-90%,0,60,Pass,349554
2765,BBB,2013J,30-40%,1,60,Fail,349675
2766,BBB,2013J,20-30%,0,60,Pass,352112
2767,BBB,2013J,20-30%,2,60,Withdrawn,352161
2768,BBB,2013J,0-10%,0,90,Withdrawn,352339
2769,BBB,2013J,70-80%,0,210,Pass,352688
2770,BBB,2013J,80-90%,1,60,Pass,354779
2771,BBB,2013J,30-40%,1,210,Withdrawn,355591
2772,BBB,2013J,10-20,0,60,Withdrawn,355692
2773,BBB,2013J,10-20,0,180,Withdrawn,358289
2774,BBB,2013J,10-20,0,60,Withdrawn,360101
2775,BBB,2013J,80-90%,1,60,Fail,360876
2776,BBB,2013J,10-20,0,120,Withdrawn,361988
2777,BBB,2013J,20-30%,2,60,Fail,362907
2778,BBB,2013J,10-20,0,655,Withdrawn,363151
2779,BBB,2013J,0-10%,1,60,Withdrawn,363711
2780,BBB,2013J,20-30%,1,120,Distinction,364073
2781,BBB,2013J,10-20,0,120,Withdrawn,364185
2782,BBB,2013J,50-60%,2,60,Fail,364666
2783,BBB,2013J,50-60%,0,60,Pass,364871
2784,BBB,2013J,10-20,2,120,Withdrawn,365060
2785,BBB,2013J,80-90%,0,60,Pass,365169
2786,BBB,2013J,70-80%,0,60,Fail,365288
2787,BBB,2013J,90-100%,0,165,Pass,365631
2788,BBB,2013J,30-40%,0,60,Pass,366524
2789,BBB,2013J,40-50%,0,60,Pass,367433
2790,BBB,2013J,20-30%,1,60,Pass,368077
2791,BBB,2013J,0-10%,0,60,Withdrawn,369507
2792,BBB,2013J,90-100%,2,120,Pass,369986
2793,BBB,2013J,20-30%,0,150,Withdrawn,370307
2794,BBB,2013J,20-30%,0,180,Pass,370859
2795,BBB,2013J,70-80%,1,120,Distinction,371530
2796,BBB,2013J,20-30%,0,60,Withdrawn,371888
2797,BBB,2013J,20-30%,0,60,Fail,372172
2798,BBB,2013J,90-100%,1,90,Pass,372658
2799,BBB,2013J,0-10%,1,60,Fail,373174
2800,BBB,2013J,10-20,1,90,Fail,373269
2801,BBB,2013J,40-50%,2,130,Withdrawn,373633
2802,BBB,2013J,20-30%,1,60,Fail,373807
2803,BBB,2013J,50-60%,0,60,Pass,373848
2804,BBB,2013J,10-20,0,60,Fail,374038
2805,BBB,2013J,10-20,0,90,Pass,375960
2806,BBB,2013J,10-20,1,60,Withdrawn,378721
2807,BBB,2013J,0-10%,0,60,Fail,379210
2808,BBB,2013J,0-10%,1,60,Fail,379983
2809,BBB,2013J,30-40%,2,60,Fail,380205
2810,BBB,2013J,0-10%,0,180,Fail,380240
2811,BBB,2013J,0-10%,0,120,Pass,381541
2812,BBB,2013J,60-70%,0,60,Pass,381669
2813,BBB,2013J,30-40%,0,60,Fail,382575
2814,BBB,2013J,50-60%,0,60,Pass,382920
2815,BBB,2013J,80-90%,0,90,Distinction,382979
2816,BBB,2013J,20-30%,1,60,Fail,383303
2817,BBB,2013J,40-50%,0,120,Distinction,383571
2818,BBB,2013J,40-50%,0,120,Fail,385040
2819,BBB,2013J,10-20,0,120,Pass,385820
2820,BBB,2013J,80-90%,0,60,Pass,386889
2821,BBB,2013J,20-30%,0,60,Withdrawn,386904
2822,BBB,2013J,50-60%,2,120,Withdrawn,387276
2823,BBB,2013J,80-90%,0,60,Withdrawn,387378
2824,BBB,2013J,20-30%,0,60,Fail,387700
2825,BBB,2013J,60-70%,0,60,Pass,388052
2826,BBB,2013J,30-40%,1,70,Fail,388432
2827,BBB,2013J,0-10%,2,60,Fail,388549
2828,BBB,2013J,80-90%,0,120,Fail,388975
2829,BBB,2013J,80-90%,0,60,Distinction,389101
2830,BBB,2013J,10-20,2,60,Fail,389471
2831,BBB,2013J,50-60%,0,60,Pass,390958
2832,BBB,2013J,20-30%,0,60,Distinction,392060
2833,BBB,2013J,10-20,1,60,Fail,392281
2834,BBB,2013J,90-100%,3,60,Pass,393327
2835,BBB,2013J,0-10%,1,60,Fail,395073
2836,BBB,2013J,30-40%,0,60,Withdrawn,395358
2837,BBB,2013J,30-40%,0,120,Withdrawn,395715
2838,BBB,2013J,30-40%,0,120,Distinction,396114
2839,BBB,2013J,30-40%,1,60,Withdrawn,396256
2840,BBB,2013J,20-30%,0,60,Fail,397590
2841,BBB,2013J,40-50%,0,60,Distinction,398067
2842,BBB,2013J,10-20,1,120,Fail,398315
2843,BBB,2013J,0-10%,2,60,Distinction,398525
2844,BBB,2013J,60-70%,2,60,Pass,398891
2845,BBB,2013J,80-90%,0,120,Fail,398956
2846,BBB,2013J,20-30%,0,60,Withdrawn,401319
2847,BBB,2013J,0-10%,0,60,Pass,402993
2848,BBB,2013J,40-50%,1,60,Pass,404269
2849,BBB,2013J,0-10%,0,60,Distinction,404671
2850,BBB,2013J,40-50%,0,60,Pass,404708
2851,BBB,2013J,40-50%,1,60,Pass,405945
2852,BBB,2013J,30-40%,1,90,Fail,408106
2853,BBB,2013J,60-70%,0,60,Pass,408975
2854,BBB,2013J,20-30%,0,120,Fail,409160
2855,BBB,2013J,0-10%,0,60,Withdrawn,409698
2856,BBB,2013J,50-60%,0,120,Pass,409930
2857,BBB,2013J,80-90%,0,180,Pass,409945
2858,BBB,2013J,10-20,3,60,Pass,410052
2859,BBB,2013J,60-70%,1,180,Fail,410281
2860,BBB,2013J,40-50%,0,60,Distinction,410357
2861,BBB,2013J,40-50%,0,60,Pass,410537
2862,BBB,2013J,60-70%,0,60,Pass,410842
2863,BBB,2013J,40-50%,1,60,Fail,411126
2864,BBB,2013J,90-100%,0,120,Withdrawn,411226
2865,BBB,2013J,0-10%,1,60,Pass,411642
2866,BBB,2013J,0-10%,3,60,Withdrawn,413052
2867,BBB,2013J,0-10%,0,60,Fail,413248
2868,BBB,2013J,70-80%,0,60,Distinction,414028
2869,BBB,2013J,50-60%,1,330,Distinction,414350
2870,BBB,2013J,90-100%,0,90,Distinction,414495
2871,BBB,2013J,90-100%,0,60,Pass,415216
2872,BBB,2013J,90-100%,0,60,Fail,415546
2873,BBB,2013J,50-60%,1,120,Withdrawn,415698
2874,BBB,2013J,60-70%,0,60,Fail,417657
2875,BBB,2013J,20-30%,1,60,Withdrawn,417677
2876,BBB,2013J,60-70%,1,120,Fail,417785
2877,BBB,2013J,40-50%,0,120,Withdrawn,417967
2878,BBB,2013J,40-50%,0,120,Pass,419375
2879,BBB,2013J,40-50%,0,120,Pass,420163
2880,BBB,2013J,80-90%,1,60,Fail,420724
2881,BBB,2013J,0-10%,0,60,Pass,421018
2882,BBB,2013J,40-50%,3,60,Fail,422223
2883,BBB,2013J,90-100%,1,120,Pass,422479
2884,BBB,2013J,20-30%,1,60,Withdrawn,422505
2885,BBB,2013J,90-100%,0,210,Pass,423399
2886,BBB,2013J,80-90%,1,120,Withdrawn,424014
2887,BBB,2013J,0-10%,2,120,Pass,424539
2888,BBB,2013J,0-10%,2,60,Fail,424637
2889,BBB,2013J,0-10%,1,90,Fail,425817
2890,BBB,2013J,30-40%,0,180,Pass,426458
2891,BBB,2013J,20-30%,0,120,Withdrawn,427683
2892,BBB,2013J,10-20,0,60,Pass,427921
2893,BBB,2013J,30-40%,0,120,Pass,428323
2894,BBB,2013J,20-30%,0,120,Pass,428653
2895,BBB,2013J,50-60%,0,60,Distinction,429610
2896,BBB,2013J,0-10%,0,120,Withdrawn,430352
2897,BBB,2013J,20-30%,1,60,Pass,430392
2898,BBB,2013J,70-80%,0,90,Pass,430708
2899,BBB,2013J,10-20,2,120,Fail,431071
2900,BBB,2013J,60-70%,0,60,Pass,432144
2901,BBB,2013J,30-40%,0,60,Pass,432237
2902,BBB,2013J,80-90%,0,120,Pass,433280
2903,BBB,2013J,60-70%,0,60,Pass,433864
2904,BBB,2013J,0-10%,2,120,Withdrawn,434035
2905,BBB,2013J,30-40%,0,120,Pass,434397
2906,BBB,2013J,70-80%,0,90,Pass,434585
2907,BBB,2013J,0-10%,0,120,Withdrawn,437030
2908,BBB,2013J,50-60%,0,60,Distinction,438068
2909,BBB,2013J,50-60%,0,60,Pass,438551
2910,BBB,2013J,50-60%,0,60,Pass,439182
2911,BBB,2013J,0-10%,3,60,Fail,439294
2912,BBB,2013J,0-10%,1,60,Withdrawn,439684
2913,BBB,2013J,50-60%,0,60,Pass,440225
2914,BBB,2013J,20-30%,0,60,Pass,440563
2915,BBB,2013J,50-60%,1,60,Pass,440593
2916,BBB,2013J,10-20,1,60,Withdrawn,440751
2917,BBB,2013J,20-30%,2,60,Fail,440765
2918,BBB,2013J,10-20,2,120,Withdrawn,442144
2919,BBB,2013J,0-10%,2,60,Pass,442910
2920,BBB,2013J,20-30%,1,60,Fail,443108
2921,BBB,2013J,20-30%,0,60,Withdrawn,443923
2922,BBB,2013J,70-80%,2,60,Fail,444225
2923,BBB,2013J,90-100%,1,90,Withdrawn,444729
2924,BBB,2013J,40-50%,0,60,Pass,444821
2925,BBB,2013J,40-50%,2,60,Withdrawn,444960
2926,BBB,2013J,40-50%,0,75,Withdrawn,445230
2927,BBB,2013J,60-70%,0,120,Withdrawn,445351
2928,BBB,2013J,70-80%,0,60,Pass,445760
2929,BBB,2013J,20-30%,0,60,Fail,446345
2930,BBB,2013J,0-10%,0,90,Fail,446873
2931,BBB,2013J,30-40%,1,60,Pass,447086
2932,BBB,2013J,50-60%,0,120,Pass,447516
2933,BBB,2013J,20-30%,0,120,Pass,464525
2934,BBB,2013J,30-40%,2,60,Fail,465730
2935,BBB,2013J,40-50%,3,60,Pass,466202
2936,BBB,2013J,40-50%,1,60,Pass,466477
2937,BBB,2013J,60-70%,2,60,Pass,466800
2938,BBB,2013J,50-60%,1,120,Fail,466854
2939,BBB,2013J,60-70%,0,100,Withdrawn,467179
2940,BBB,2013J,10-20,2,150,Withdrawn,467330
2941,BBB,2013J,60-70%,1,60,Withdrawn,467396
2942,BBB,2013J,50-60%,1,60,Withdrawn,467606
2943,BBB,2013J,20-30%,0,120,Withdrawn,467721
2944,BBB,2013J,20-30%,1,120,Fail,468187
2945,BBB,2013J,40-50%,0,60,Withdrawn,468482
2946,BBB,2013J,70-80%,0,60,Pass,469878
2947,BBB,2013J,30-40%,1,60,Pass,470869
2948,BBB,2013J,90-100%,0,120,Pass,471196
2949,BBB,2013J,10-20,0,60,Withdrawn,471434
2950,BBB,2013J,0-10%,1,60,Pass,471711
2951,BBB,2013J,60-70%,0,60,Fail,472262
2952,BBB,2013J,70-80%,0,120,Pass,472327
2953,BBB,2013J,90-100%,1,300,Withdrawn,473509
2954,BBB,2013J,90-100%,1,60,Fail,474071
2955,BBB,2013J,40-50%,0,120,Withdrawn,475215
2956,BBB,2013J,30-40%,0,60,Fail,475241
2957,BBB,2013J,80-90%,0,210,Fail,475594
2958,BBB,2013J,0-10%,1,60,Withdrawn,475682
2959,BBB,2013J,70-80%,0,60,Pass,476278
2960,BBB,2013J,10-20,2,210,Fail,476816
2961,BBB,2013J,60-70%,0,60,Withdrawn,477319
2962,BBB,2013J,40-50%,0,60,Pass,477825
2963,BBB,2013J,10-20,0,60,Pass,478069
2964,BBB,2013J,30-40%,1,60,Fail,478718
2965,BBB,2013J,40-50%,1,60,Fail,478967
2966,BBB,2013J,20-30%,0,210,Pass,479020
2967,BBB,2013J,20-30%,0,60,Pass,479170
2968,BBB,2013J,20-30%,0,60,Pass,479305
2969,BBB,2013J,0-10%,0,60,Distinction,479853
2970,BBB,2013J,50-60%,0,60,Withdrawn,480667
2971,BBB,2013J,70-80%,0,60,Distinction,480888
2972,BBB,2013J,60-70%,1,120,Fail,481448
2973,BBB,2013J,10-20,0,90,Pass,482356
2974,BBB,2013J,90-100%,0,60,Withdrawn,482556
2975,BBB,2013J,60-70%,0,75,Pass,482680
2976,BBB,2013J,30-40%,0,60,Pass,482810
2977,BBB,2013J,20-30%,1,60,Withdrawn,483135
2978,BBB,2013J,10-20,1,60,Withdrawn,483339
2979,BBB,2013J,60-70%,0,120,Pass,483646
2980,BBB,2013J,40-50%,0,60,Withdrawn,483703
2981,BBB,2013J,80-90%,0,180,Withdrawn,483744
2982,BBB,2013J,50-60%,0,120,Pass,483876
2983,BBB,2013J,70-80%,1,60,Pass,484135
2984,BBB,2013J,10-20,0,60,Pass,484301
2985,BBB,2013J,0-10%,0,120,Pass,484412
2986,BBB,2013J,20-30%,0,180,Withdrawn,484446
2987,BBB,2013J,10-20,0,60,Pass,485006
2988,BBB,2013J,0-10%,1,60,Withdrawn,485439
2989,BBB,2013J,0-10%,0,60,Distinction,485534
2990,BBB,2013J,40-50%,1,120,Withdrawn,485560
2991,BBB,2013J,20-30%,0,60,Pass,485762
2992,BBB,2013J,70-80%,0,60,Fail,485772
2993,BBB,2013J,60-70%,0,60,Pass,486004
2994,BBB,2013J,10-20,0,60,Distinction,486457
2995,BBB,2013J,80-90%,0,60,Withdrawn,486550
2996,BBB,2013J,40-50%,0,60,Fail,487214
2997,BBB,2013J,10-20,0,60,Pass,487371
2998,BBB,2013J,0-10%,0,60,Pass,487681
2999,BBB,2013J,30-40%,0,60,Withdrawn,488176
3000,BBB,2013J,30-40%,0,60,Pass,488195
3001,BBB,2013J,60-70%,0,60,Pass,488427
3002,BBB,2013J,90-100%,1,120,Withdrawn,488908
3003,BBB,2013J,70-80%,1,60,Pass,489320
3004,BBB,2013J,0-10%,0,120,Pass,489889
3005,BBB,2013J,0-10%,0,150,Withdrawn,489966
3006,BBB,2013J,0-10%,0,120,Fail,490500
3007,BBB,2013J,0-10%,0,60,Pass,490677
3008,BBB,2013J,10-20,1,70,Fail,490894
3009,BBB,2013J,0-10%,1,120,Fail,491097
3010,BBB,2013J,30-40%,1,60,Pass,491279
3011,BBB,2013J,80-90%,0,60,Withdrawn,491758
3012,BBB,2013J,50-60%,1,60,Fail,491907
3013,BBB,2013J,60-70%,1,60,Pass,491966
3014,BBB,2013J,90-100%,0,120,Pass,492153
3015,BBB,2013J,10-20,1,60,Withdrawn,492229
3016,BBB,2013J,20-30%,0,60,Withdrawn,492247
3017,BBB,2013J,80-90%,0,60,Pass,492286
3018,BBB,2013J,20-30%,0,120,Withdrawn,492478
3019,BBB,2013J,0-10%,0,60,Pass,492726
3020,BBB,2013J,70-80%,0,60,Pass,493453
3021,BBB,2013J,70-80%,0,60,Pass,493465
3022,BBB,2013J,70-80%,0,60,Withdrawn,493672
3023,BBB,2013J,20-30%,0,60,Withdrawn,493891
3024,BBB,2013J,30-40%,0,60,Fail,493999
3025,BBB,2013J,50-60%,0,60,Distinction,494214
3026,BBB,2013J,80-90%,0,90,Fail,494471
3027,BBB,2013J,80-90%,0,120,Distinction,494789
3028,BBB,2013J,90-100%,0,120,Withdrawn,494896
3029,BBB,2013J,30-40%,0,120,Pass,494960
3030,BBB,2013J,70-80%,0,60,Pass,495035
3031,BBB,2013J,90-100%,0,120,Pass,495449
