id_site,code_module,code_presentation,activity_type,week_from,week_to
661726,GGG,2013J,resource,,
661727,GGG,2013J,resource,,
661728,GGG,2013J,resource,,
661729,GGG,2013J,resource,,
661731,GGG,2013J,resource,,
661732,GGG,2013J,resource,,
661733,GGG,2013J,resource,,
661734,GGG,2013J,resource,,
661735,GGG,2013J,resource,,
661736,GGG,2013J,resource,,
661738,GGG,2013J,resource,,
661740,GGG,2013J,resource,,
661742,GGG,2013J,resource,,
661743,GGG,2013J,resource,,
661744,GGG,2013J,resource,,
661747,GGG,2013J,resource,,
661748,GGG,2013J,resource,,
661749,GGG,2013J,resource,,
661750,GGG,2013J,resource,,
661753,GGG,2013J,resource,,
661755,GGG,2013J,resource,,
661756,GGG,2013J,resource,,
661757,GGG,2013J,resource,,
661758,GGG,2013J,resource,,
661759,GGG,2013J,resource,,
661761,GGG,2013J,resource,,
661762,GGG,2013J,resource,,
661763,GGG,2013J,resource,,
661764,GGG,2013J,resource,,
661765,GGG,2013J,resource,,
661766,GGG,2013J,resource,,
661767,GGG,2013J,resource,,
661768,GGG,2013J,resource,,
661769,GGG,2013J,resource,,
661770,GGG,2013J,resource,,
661771,GGG,2013J,resource,,
661772,GGG,2013J,resource,,
661774,GGG,2013J,resource,,
661775,GGG,2013J,resource,,
661777,GGG,2013J,resource,,
661779,GGG,2013J,resource,,
661780,GGG,2013J,resource,,
661783,GGG,2013J,resource,,
661785,GGG,2013J,resource,,
661786,GGG,2013J,resource,,
661787,GGG,2013J,resource,,
661789,GGG,2013J,resource,,
661790,GGG,2013J,resource,,
661792,GGG,2013J,resource,,
661793,GGG,2013J,resource,,
661795,GGG,2013J,resource,,
661796,GGG,2013J,resource,,
661798,GGG,2013J,resource,,
661799,GGG,2013J,resource,,
661801,GGG,2013J,resource,,
661802,GGG,2013J,resource,,
661803,GGG,2013J,resource,,
661804,GGG,2013J,resource,1.0,1.0
661805,GGG,2013J,resource,,
661807,GGG,2013J,subpage,,
661808,GGG,2013J,subpage,,
661809,GGG,2013J,subpage,,
661810,GGG,2013J,subpage,,
661811,GGG,2013J,subpage,,
673519,DDD,2013J,homepage,,
673520,DDD,2013J,externalquiz,,
673521,DDD,2013J,externalquiz,,
673522,DDD,2013J,externalquiz,,
673523,DDD,2013J,externalquiz,,
673524,DDD,2013J,externalquiz,,
673525,DDD,2013J,externalquiz,,
673526,DDD,2013J,externalquiz,,
673527,DDD,2013J,forumng,,
673528,DDD,2013J,forumng,,
673529,DDD,2013J,forumng,,
673530,DDD,2013J,forumng,,
673532,DDD,2013J,forumng,,
673533,DDD,2013J,forumng,,
673534,DDD,2013J,forumng,,
673535,DDD,2013J,forumng,,
673536,DDD,2013J,forumng,,
673537,DDD,2013J,forumng,,
673539,DDD,2013J,forumng,,
673540,DDD,2013J,forumng,,
673541,DDD,2013J,forumng,,
673542,DDD,2013J,forumng,,
673543,DDD,2013J,forumng,,
673545,DDD,2013J,forumng,,
673546,DDD,2013J,glossary,,
673723,DDD,2013J,oucontent,,
673724,DDD,2013J,oucontent,,
673725,DDD,2013J,oucontent,,
673726,DDD,2013J,oucontent,,
673727,DDD,2013J,oucontent,,
673728,DDD,2013J,oucontent,,
673729,DDD,2013J,oucontent,,
673730,DDD,2013J,oucontent,,
673731,DDD,2013J,oucontent,,
673733,DDD,2013J,oucontent,,
673737,DDD,2013J,oucontent,,
673739,DDD,2013J,oucontent,,
673740,DDD,2013J,oucontent,,
673743,DDD,2013J,ouwiki,,
673745,DDD,2013J,ouwiki,,
673746,DDD,2013J,ouwiki,,
673747,DDD,2013J,ouwiki,,
673967,DDD,2013J,subpage,,
673968,DDD,2013J,subpage,,
673969,DDD,2013J,subpage,,
673970,DDD,2013J,subpage,,
673971,DDD,2013J,subpage,,
673972,DDD,2013J,subpage,,
673973,DDD,2013J,subpage,,
673974,DDD,2013J,subpage,,
673975,DDD,2013J,subpage,,
673976,DDD,2013J,subpage,,
673977,DDD,2013J,subpage,,
673978,DDD,2013J,subpage,,
673979,DDD,2013J,subpage,,
673980,DDD,2013J,subpage,,
673981,DDD,2013J,subpage,,
673982,DDD,2013J,subpage,,
673983,DDD,2013J,subpage,,
673984,DDD,2013J,subpage,,
673985,DDD,2013J,subpage,,
673986,DDD,2013J,subpage,,
673987,DDD,2013J,subpage,,
673988,DDD,2013J,subpage,,
673989,DDD,2013J,subpage,,
673990,DDD,2013J,subpage,,
673991,DDD,2013J,subpage,,
673992,DDD,2013J,subpage,,
673993,DDD,2013J,subpage,,
673994,DDD,2013J,subpage,,
673995,DDD,2013J,subpage,,
673996,DDD,2013J,subpage,,
673997,DDD,2013J,subpage,,
673998,DDD,2013J,subpage,,
673999,DDD,2013J,subpage,,
674000,DDD,2013J,subpage,,
674001,DDD,2013J,subpage,,
674002,DDD,2013J,subpage,,
674003,DDD,2013J,subpage,,
674004,DDD,2013J,subpage,,
674005,DDD,2013J,subpage,,
674006,DDD,2013J,subpage,,
674007,DDD,2013J,subpage,,
674008,DDD,2013J,subpage,,
674009,DDD,2013J,subpage,,
674010,DDD,2013J,subpage,,
674011,DDD,2013J,subpage,,
674012,DDD,2013J,subpage,,
674013,DDD,2013J,subpage,,
674014,DDD,2013J,subpage,,
674015,DDD,2013J,subpage,,
674016,DDD,2013J,subpage,,
674017,DDD,2013J,subpage,,
674018,DDD,2013J,subpage,,
674019,DDD,2013J,subpage,,
674020,DDD,2013J,subpage,,
674021,DDD,2013J,subpage,,
674022,DDD,2013J,subpage,,
674023,DDD,2013J,subpage,,
674024,DDD,2013J,subpage,,
674025,DDD,2013J,subpage,,
674026,DDD,2013J,subpage,,
674027,DDD,2013J,subpage,,
674028,DDD,2013J,subpage,,
674029,DDD,2013J,subpage,,
674030,DDD,2013J,subpage,,
674031,DDD,2013J,subpage,,
674032,DDD,2013J,subpage,,
674033,DDD,2013J,subpage,,
674034,DDD,2013J,subpage,,
674035,DDD,2013J,subpage,,
674036,DDD,2013J,subpage,,
674037,DDD,2013J,subpage,,
674038,DDD,2013J,subpage,,
674039,DDD,2013J,subpage,,
674040,DDD,2013J,subpage,,
674041,DDD,2013J,subpage,,
674042,DDD,2013J,subpage,,
674043,DDD,2013J,subpage,,
674044,DDD,2013J,subpage,,
674045,DDD,2013J,subpage,,
674046,DDD,2013J,subpage,,
674047,DDD,2013J,subpage,,
674048,DDD,2013J,subpage,,
674049,DDD,2013J,subpage,,
674050,DDD,2013J,subpage,,
674051,DDD,2013J,subpage,,
674052,DDD,2013J,subpage,,
674053,DDD,2013J,subpage,,
674054,DDD,2013J,subpage,,
674055,DDD,2013J,subpage,,
674056,DDD,2013J,subpage,,
674057,DDD,2013J,subpage,,
674058,DDD,2013J,subpage,,
674059,DDD,2013J,subpage,,
674060,DDD,2013J,subpage,,
674061,DDD,2013J,subpage,,
674062,DDD,2013J,subpage,,
674063,DDD,2013J,subpage,,
674064,DDD,2013J,subpage,,
674065,DDD,2013J,subpage,,
674066,DDD,2013J,subpage,,
674067,DDD,2013J,subpage,,
674069,DDD,2013J,subpage,,
674070,DDD,2013J,subpage,,
674071,DDD,2013J,subpage,,
674072,DDD,2013J,subpage,,
674073,DDD,2013J,subpage,,
674074,DDD,2013J,subpage,,
674075,DDD,2013J,subpage,,
674077,DDD,2013J,subpage,,
674078,DDD,2013J,subpage,,
674079,DDD,2013J,subpage,,
674080,DDD,2013J,subpage,,
674082,DDD,2013J,subpage,,
674083,DDD,2013J,subpage,,
674084,DDD,2013J,subpage,,
674085,DDD,2013J,subpage,,
674086,DDD,2013J,subpage,,
674087,DDD,2013J,subpage,,
674088,DDD,2013J,subpage,,
674089,DDD,2013J,subpage,,
674090,DDD,2013J,subpage,,
674091,DDD,2013J,subpage,,
674092,DDD,2013J,subpage,,
674093,DDD,2013J,subpage,,
674094,DDD,2013J,subpage,,
674095,DDD,2013J,subpage,,
674096,DDD,2013J,subpage,,
674097,DDD,2013J,subpage,,
674098,DDD,2013J,subpage,,
674099,DDD,2013J,subpage,,
674100,DDD,2013J,subpage,,
674101,DDD,2013J,subpage,,
674102,DDD,2013J,subpage,,
674103,DDD,2013J,subpage,,
674104,DDD,2013J,subpage,,
674105,DDD,2013J,subpage,,
674107,DDD,2013J,subpage,,
674108,DDD,2013J,subpage,,
674110,DDD,2013J,subpage,,
674111,DDD,2013J,subpage,,
674112,DDD,2013J,subpage,,
674113,DDD,2013J,subpage,,
674115,DDD,2013J,subpage,,
674117,DDD,2013J,subpage,,
674118,DDD,2013J,subpage,,
674119,DDD,2013J,subpage,,
674120,DDD,2013J,subpage,,
674121,DDD,2013J,subpage,,
674122,DDD,2013J,subpage,,
674123,DDD,2013J,subpage,,
674124,DDD,2013J,subpage,,
674125,DDD,2013J,subpage,,
674126,DDD,2013J,subpage,,
674127,DDD,2013J,subpage,,
674129,DDD,2013J,subpage,,
674130,DDD,2013J,subpage,,
674131,DDD,2013J,subpage,,
674132,DDD,2013J,subpage,,
674133,DDD,2013J,subpage,,
674134,DDD,2013J,subpage,,
674135,DDD,2013J,subpage,,
674136,DDD,2013J,subpage,,
674137,DDD,2013J,subpage,,
674138,DDD,2013J,subpage,,
674139,DDD,2013J,subpage,,
674140,DDD,2013J,subpage,,
674141,DDD,2013J,subpage,,
674142,DDD,2013J,subpage,,
674143,DDD,2013J,subpage,,
674144,DDD,2013J,subpage,,
674145,DDD,2013J,subpage,,
674146,DDD,2013J,subpage,,
674148,DDD,2013J,subpage,,
674149,DDD,2013J,subpage,,
674150,DDD,2013J,subpage,,
674151,DDD,2013J,subpage,,
674152,DDD,2013J,subpage,,
674153,DDD,2013J,subpage,,
674154,DDD,2013J,subpage,,
674155,DDD,2013J,subpage,,
674156,DDD,2013J,subpage,,
674157,DDD,2013J,subpage,,
674158,DDD,2013J,subpage,,
674159,DDD,2013J,subpage,,
674160,DDD,2013J,subpage,,
674161,DDD,2013J,subpage,,
674162,DDD,2013J,subpage,,
674163,DDD,2013J,subpage,,
674164,DDD,2013J,subpage,,
674165,DDD,2013J,subpage,,
674166,DDD,2013J,subpage,,
674167,DDD,2013J,subpage,,
674168,DDD,2013J,subpage,,
674169,DDD,2013J,subpage,,
674170,DDD,2013J,resource,,
674171,DDD,2013J,resource,,
674172,DDD,2013J,resource,,
674174,DDD,2013J,resource,,
674175,DDD,2013J,resource,,
674176,DDD,2013J,resource,,
674177,DDD,2013J,resource,,
674178,DDD,2013J,resource,,
674179,DDD,2013J,resource,,
674180,DDD,2013J,resource,,
674181,DDD,2013J,resource,,
674182,DDD,2013J,resource,,
674183,DDD,2013J,resource,,
674184,DDD,2013J,resource,,
674185,DDD,2013J,resource,,
674186,DDD,2013J,resource,,
674187,DDD,2013J,resource,,
674188,DDD,2013J,resource,,
674190,DDD,2013J,resource,,
674191,DDD,2013J,resource,,
674192,DDD,2013J,resource,,
674193,DDD,2013J,resource,,
674194,DDD,2013J,resource,,
674195,DDD,2013J,resource,,
674196,DDD,2013J,resource,,
674197,DDD,2013J,resource,,
674198,DDD,2013J,resource,,
674199,DDD,2013J,resource,,
674200,DDD,2013J,resource,,
674202,DDD,2013J,resource,,
674203,DDD,2013J,resource,,
674204,DDD,2013J,resource,,
674205,DDD,2013J,resource,,
674206,DDD,2013J,resource,,
674207,DDD,2013J,resource,,
674208,DDD,2013J,resource,,
674209,DDD,2013J,resource,,
674210,DDD,2013J,resource,,
674212,DDD,2013J,resource,,
674213,DDD,2013J,resource,,
674214,DDD,2013J,resource,,
674215,DDD,2013J,resource,,
674216,DDD,2013J,resource,,
674217,DDD,2013J,resource,,
674218,DDD,2013J,resource,,
674220,DDD,2013J,resource,,
674221,DDD,2013J,resource,,
674222,DDD,2013J,resource,,
674223,DDD,2013J,resource,,
674224,DDD,2013J,resource,,
674225,DDD,2013J,resource,,
674226,DDD,2013J,resource,,
674227,DDD,2013J,resource,,
674228,DDD,2013J,resource,,
674229,DDD,2013J,resource,,
674230,DDD,2013J,resource,,
674232,DDD,2013J,resource,,
674233,DDD,2013J,resource,,
674234,DDD,2013J,resource,,
674235,DDD,2013J,resource,,
674236,DDD,2013J,resource,,
674237,DDD,2013J,resource,,
674238,DDD,2013J,resource,,
674239,DDD,2013J,resource,,
674240,DDD,2013J,resource,,
674241,DDD,2013J,resource,,
674242,DDD,2013J,resource,,
674243,DDD,2013J,resource,,
674244,DDD,2013J,resource,,
674245,DDD,2013J,resource,,
674246,DDD,2013J,resource,,
674247,DDD,2013J,resource,,
674248,DDD,2013J,resource,,
674249,DDD,2013J,resource,,
674250,DDD,2013J,resource,,
674251,DDD,2013J,resource,,
674252,DDD,2013J,resource,,
674253,DDD,2013J,resource,,
674255,DDD,2013J,resource,,
674256,DDD,2013J,resource,,
674257,DDD,2013J,resource,,
674258,DDD,2013J,resource,,
674259,DDD,2013J,resource,,
674262,DDD,2013J,resource,,
674263,DDD,2013J,resource,,
674264,DDD,2013J,resource,,
674265,DDD,2013J,resource,,
674266,DDD,2013J,resource,,
674267,DDD,2013J,resource,,
674268,DDD,2013J,resource,,
674269,DDD,2013J,resource,,
674270,DDD,2013J,resource,,
674271,DDD,2013J,resource,,
674272,DDD,2013J,resource,,
674273,DDD,2013J,resource,,
674274,DDD,2013J,resource,,
674275,DDD,2013J,resource,,
674276,DDD,2013J,resource,,
674277,DDD,2013J,resource,,
674278,DDD,2013J,resource,,
674279,DDD,2013J,resource,,
674281,DDD,2013J,resource,,
674282,DDD,2013J,resource,,
674283,DDD,2013J,resource,,
674284,DDD,2013J,resource,,
674285,DDD,2013J,resource,,
674286,DDD,2013J,resource,,
674287,DDD,2013J,resource,,
674288,DDD,2013J,resource,,
674289,DDD,2013J,resource,,
674290,DDD,2013J,resource,,
674291,DDD,2013J,resource,,
674292,DDD,2013J,resource,,
674293,DDD,2013J,resource,,
674294,DDD,2013J,resource,,
674295,DDD,2013J,resource,,
674296,DDD,2013J,resource,,
674297,DDD,2013J,resource,,
674298,DDD,2013J,resource,,
674299,DDD,2013J,resource,,
674300,DDD,2013J,resource,,
674301,DDD,2013J,resource,,
674302,DDD,2013J,resource,,
674303,DDD,2013J,resource,,
674306,DDD,2013J,resource,,
674307,DDD,2013J,resource,,
674308,DDD,2013J,resource,,
674309,DDD,2013J,resource,,
674310,DDD,2013J,resource,,
674311,DDD,2013J,resource,,
674312,DDD,2013J,resource,,
674313,DDD,2013J,resource,,
674314,DDD,2013J,resource,,
674315,DDD,2013J,resource,,
674316,DDD,2013J,resource,,
674317,DDD,2013J,resource,,
674318,DDD,2013J,resource,,
674319,DDD,2013J,resource,,
674320,DDD,2013J,resource,,
674321,DDD,2013J,resource,,
674322,DDD,2013J,resource,,
674323,DDD,2013J,resource,,
674324,DDD,2013J,resource,,
674325,DDD,2013J,resource,,
674326,DDD,2013J,resource,,
674327,DDD,2013J,resource,,
674328,DDD,2013J,resource,,
674329,DDD,2013J,resource,,
674331,DDD,2013J,resource,,
674332,DDD,2013J,resource,,
674333,DDD,2013J,resource,,
674334,DDD,2013J,resource,,
674335,DDD,2013J,resource,,
674336,DDD,2013J,resource,,
674337,DDD,2013J,resource,,
674338,DDD,2013J,resource,,
674339,DDD,2013J,resource,,
674340,DDD,2013J,resource,,
674341,DDD,2013J,resource,,
674343,DDD,2013J,resource,,
674344,DDD,2013J,resource,,
674345,DDD,2013J,resource,,
674346,DDD,2013J,resource,,
674347,DDD,2013J,resource,,
674348,DDD,2013J,resource,,
674351,DDD,2013J,resource,,
674352,DDD,2013J,resource,,
674353,DDD,2013J,resource,,
674355,DDD,2013J,resource,,
674356,DDD,2013J,resource,,
674357,DDD,2013J,resource,,
674358,DDD,2013J,resource,,
674359,DDD,2013J,resource,,
674360,DDD,2013J,resource,,
674361,DDD,2013J,resource,,
674362,DDD,2013J,resource,,
674363,DDD,2013J,resource,,
674364,DDD,2013J,resource,,
674366,DDD,2013J,oucollaborate,,
674367,DDD,2013J,oucollaborate,,
674369,DDD,2013J,oucollaborate,,
674370,DDD,2013J,oucollaborate,,
674373,DDD,2013J,url,,
674374,DDD,2013J,url,,
674375,DDD,2013J,url,,
674377,DDD,2013J,url,,
674378,DDD,2013J,url,,
674379,DDD,2013J,url,,
674380,DDD,2013J,url,,
674381,DDD,2013J,url,,
674382,DDD,2013J,url,,
674383,DDD,2013J,url,,
674384,DDD,2013J,url,,
674391,DDD,2013J,url,,
674392,DDD,2013J,url,,
674393,DDD,2013J,url,,
674427,DDD,2013J,url,,
674428,DDD,2013J,url,,
674429,DDD,2013J,url,,
674430,DDD,2013J,url,,
674431,DDD,2013J,url,,
674432,DDD,2013J,url,,
674433,DDD,2013J,url,,
674434,DDD,2013J,url,,
674435,DDD,2013J,url,,
674436,DDD,2013J,url,,
674437,DDD,2013J,url,,
674438,DDD,2013J,url,,
674439,DDD,2013J,url,,
674440,DDD,2013J,url,,
674441,DDD,2013J,url,,
674442,DDD,2013J,url,,
674443,DDD,2013J,url,,
674444,DDD,2013J,url,,
674445,DDD,2013J,url,,
674446,DDD,2013J,url,,
674447,DDD,2013J,url,,
674448,DDD,2013J,url,,
674449,DDD,2013J,url,,
674450,DDD,2013J,url,,
674453,DDD,2013J,url,,
674456,DDD,2013J,url,,
674457,DDD,2013J,url,,
674458,DDD,2013J,url,,
674459,DDD,2013J,url,,
674461,DDD,2013J,url,,
703721,BBB,2013J,homepage,,
703722,BBB,2013J,forumng,,
703723,BBB,2013J,forumng,,
703725,BBB,2013J,forumng,,
703726,BBB,2013J,forumng,,
703727,BBB,2013J,forumng,,
703728,BBB,2013J,forumng,,
703729,BBB,2013J,forumng,,
703730,BBB,2013J,forumng,,
703731,BBB,2013J,forumng,,
703732,BBB,2013J,forumng,,
703733,BBB,2013J,forumng,,
703734,BBB,2013J,forumng,,
703735,BBB,2013J,forumng,,
703736,BBB,2013J,forumng,,
703737,BBB,2013J,forumng,,
703738,BBB,2013J,forumng,,
703739,BBB,2013J,forumng,,
703740,BBB,2013J,forumng,,
703741,BBB,2013J,forumng,,
703742,BBB,2013J,glossary,,
703894,BBB,2013J,quiz,,
703895,BBB,2013J,quiz,,
703896,BBB,2013J,quiz,,
703897,BBB,2013J,quiz,,
703898,BBB,2013J,quiz,,
703900,BBB,2013J,oucontent,1.0,1.0
703901,BBB,2013J,oucontent,,
703902,BBB,2013J,oucontent,,
703933,BBB,2013J,sharedsubpage,,
703939,BBB,2013J,subpage,,
703940,BBB,2013J,subpage,,
703941,BBB,2013J,subpage,,
703942,BBB,2013J,subpage,,
703943,BBB,2013J,subpage,1.0,1.0
703944,BBB,2013J,subpage,2.0,2.0
703945,BBB,2013J,subpage,4.0,4.0
703946,BBB,2013J,subpage,5.0,5.0
703947,BBB,2013J,subpage,6.0,6.0
703948,BBB,2013J,subpage,8.0,8.0
703949,BBB,2013J,subpage,9.0,9.0
703950,BBB,2013J,subpage,10.0,10.0
703951,BBB,2013J,subpage,11.0,11.0
703952,BBB,2013J,subpage,13.0,13.0
703953,BBB,2013J,subpage,14.0,14.0
703954,BBB,2013J,subpage,15.0,15.0
703955,BBB,2013J,subpage,16.0,16.0
703956,BBB,2013J,subpage,18.0,18.0
703957,BBB,2013J,subpage,19.0,19.0
703958,BBB,2013J,subpage,20.0,20.0
703959,BBB,2013J,subpage,21.0,21.0
703960,BBB,2013J,subpage,22.0,22.0
703961,BBB,2013J,subpage,23.0,23.0
703962,BBB,2013J,subpage,24.0,24.0
703963,BBB,2013J,subpage,25.0,25.0
703964,BBB,2013J,subpage,26.0,26.0
703965,BBB,2013J,subpage,27.0,27.0
703966,BBB,2013J,subpage,28.0,28.0
703967,BBB,2013J,subpage,,
703968,BBB,2013J,subpage,,
703969,BBB,2013J,subpage,,
703970,BBB,2013J,subpage,,
703971,BBB,2013J,subpage,,
703972,BBB,2013J,subpage,,
703973,BBB,2013J,subpage,,
703974,BBB,2013J,subpage,,
703975,BBB,2013J,subpage,,
703977,BBB,2013J,subpage,,
703979,BBB,2013J,resource,,
703981,BBB,2013J,resource,,
703982,BBB,2013J,resource,,
703983,BBB,2013J,resource,,
703984,BBB,2013J,resource,,
703985,BBB,2013J,resource,,
703986,BBB,2013J,resource,,
703987,BBB,2013J,resource,,
703988,BBB,2013J,resource,,
703989,BBB,2013J,resource,,
703990,BBB,2013J,resource,,
703991,BBB,2013J,resource,,
703992,BBB,2013J,resource,,
703993,BBB,2013J,resource,,
703994,BBB,2013J,resource,,
703995,BBB,2013J,resource,,
703996,BBB,2013J,resource,,
703997,BBB,2013J,resource,,
703998,BBB,2013J,resource,,
703999,BBB,2013J,resource,,
704000,BBB,2013J,resource,,
704001,BBB,2013J,resource,,
704002,BBB,2013J,resource,,
704003,BBB,2013J,resource,,
704004,BBB,2013J,resource,,
704005,BBB,2013J,resource,,
704006,BBB,2013J,resource,,
704007,BBB,2013J,resource,,
704008,BBB,2013J,resource,,
704009,BBB,2013J,resource,,
704010,BBB,2013J,resource,,
704011,BBB,2013J,resource,,
704012,BBB,2013J,resource,,
704013,BBB,2013J,resource,,
704014,BBB,2013J,resource,,
704015,BBB,2013J,resource,,
704016,BBB,2013J,resource,,
704017,BBB,2013J,resource,,
704018,BBB,2013J,resource,,
704019,BBB,2013J,resource,,
704020,BBB,2013J,resource,,
704021,BBB,2013J,resource,,
704022,BBB,2013J,resource,,
704023,BBB,2013J,resource,,
704024,BBB,2013J,resource,,
704025,BBB,2013J,resource,,
704026,BBB,2013J,resource,,
704027,BBB,2013J,resource,,
704028,BBB,2013J,resource,,
704029,BBB,2013J,resource,,
704030,BBB,2013J,resource,,
704031,BBB,2013J,resource,,
704032,BBB,2013J,resource,,
704033,BBB,2013J,resource,,
704034,BBB,2013J,resource,,
704035,BBB,2013J,resource,,
704036,BBB,2013J,resource,,
704037,BBB,2013J,resource,,
704038,BBB,2013J,resource,,
704039,BBB,2013J,resource,,
704040,BBB,2013J,resource,,
704041,BBB,2013J,resource,,
704042,BBB,2013J,resource,,
704043,BBB,2013J,resource,,
704044,BBB,2013J,resource,,
704045,BBB,2013J,resource,,
704046,BBB,2013J,resource,,
704047,BBB,2013J,resource,,
704048,BBB,2013J,resource,,
704049,BBB,2013J,resource,,
704050,BBB,2013J,resource,,
704051,BBB,2013J,resource,,
704052,BBB,2013J,resource,,
704053,BBB,2013J,resource,,
704054,BBB,2013J,resource,,
704055,BBB,2013J,resource,,
704056,BBB,2013J,resource,,
704057,BBB,2013J,resource,,
704058,BBB,2013J,resource,,
704059,BBB,2013J,resource,,
704060,BBB,2013J,resource,,
704061,BBB,2013J,resource,,
704062,BBB,2013J,resource,,
704063,BBB,2013J,resource,,
704064,BBB,2013J,resource,,
704065,BBB,2013J,resource,,
704066,BBB,2013J,resource,,
704067,BBB,2013J,resource,,
704068,BBB,2013J,resource,,
704069,BBB,2013J,resource,,
704071,BBB,2013J,resource,1.0,1.0
704073,BBB,2013J,resource,2.0,2.0
704074,BBB,2013J,resource,2.0,2.0
704075,BBB,2013J,resource,4.0,4.0
704076,BBB,2013J,resource,4.0,4.0
704077,BBB,2013J,resource,4.0,4.0
704078,BBB,2013J,resource,4.0,4.0
704079,BBB,2013J,resource,5.0,5.0
704080,BBB,2013J,resource,5.0,5.0
704081,BBB,2013J,resource,6.0,6.0
704082,BBB,2013J,resource,8.0,8.0
704083,BBB,2013J,resource,8.0,8.0
704084,BBB,2013J,resource,9.0,9.0
704085,BBB,2013J,resource,9.0,9.0
704086,BBB,2013J,resource,10.0,10.0
704087,BBB,2013J,resource,11.0,11.0
704088,BBB,2013J,resource,13.0,13.0
704089,BBB,2013J,resource,,
704090,BBB,2013J,resource,,
704091,BBB,2013J,resource,,
704092,BBB,2013J,resource,,
704093,BBB,2013J,resource,,
704094,BBB,2013J,resource,,
704095,BBB,2013J,resource,,
704096,BBB,2013J,resource,,
704097,BBB,2013J,resource,,
704098,BBB,2013J,resource,,
704099,BBB,2013J,resource,,
704100,BBB,2013J,resource,,
704101,BBB,2013J,resource,,
704102,BBB,2013J,resource,14.0,14.0
704103,BBB,2013J,resource,14.0,14.0
704104,BBB,2013J,resource,14.0,14.0
704105,BBB,2013J,resource,14.0,14.0
704106,BBB,2013J,resource,14.0,14.0
704107,BBB,2013J,resource,14.0,14.0
704108,BBB,2013J,resource,15.0,15.0
704109,BBB,2013J,resource,15.0,15.0
704110,BBB,2013J,resource,15.0,15.0
704111,BBB,2013J,resource,16.0,16.0
704112,BBB,2013J,resource,18.0,18.0
704113,BBB,2013J,resource,19.0,19.0
704114,BBB,2013J,resource,20.0,20.0
704115,BBB,2013J,resource,21.0,21.0
704116,BBB,2013J,resource,22.0,22.0
704117,BBB,2013J,resource,23.0,23.0
704118,BBB,2013J,resource,24.0,24.0
704119,BBB,2013J,resource,,
704120,BBB,2013J,resource,25.0,25.0
704121,BBB,2013J,resource,26.0,26.0
704122,BBB,2013J,resource,27.0,27.0
704123,BBB,2013J,resource,,
704124,BBB,2013J,resource,,
704125,BBB,2013J,resource,28.0,28.0
704126,BBB,2013J,resource,,
704127,BBB,2013J,resource,,
704128,BBB,2013J,resource,,
704129,BBB,2013J,resource,,
704130,BBB,2013J,resource,,
704131,BBB,2013J,resource,,
704132,BBB,2013J,resource,,
704133,BBB,2013J,resource,,
704134,BBB,2013J,resource,,
704135,BBB,2013J,resource,,
704136,BBB,2013J,resource,,
704137,BBB,2013J,resource,,
704138,BBB,2013J,resource,,
704139,BBB,2013J,resource,,
704140,BBB,2013J,resource,,
704141,BBB,2013J,resource,,
704142,BBB,2013J,resource,,
704143,BBB,2013J,resource,,
704144,BBB,2013J,resource,,
704145,BBB,2013J,resource,,
704146,BBB,2013J,resource,,
704147,BBB,2013J,resource,,
704148,BBB,2013J,resource,,
704149,BBB,2013J,resource,,
704150,BBB,2013J,resource,,
704151,BBB,2013J,resource,,
704152,BBB,2013J,resource,,
704153,BBB,2013J,resource,,
704154,BBB,2013J,resource,,
704155,BBB,2013J,resource,,
704156,BBB,2013J,resource,,
704157,BBB,2013J,resource,,
704158,BBB,2013J,resource,,
704159,BBB,2013J,resource,,
704160,BBB,2013J,resource,,
704161,BBB,2013J,resource,,
704162,BBB,2013J,resource,,
704163,BBB,2013J,resource,,
704164,BBB,2013J,resource,,
704165,BBB,2013J,resource,,
704166,BBB,2013J,resource,,
704167,BBB,2013J,resource,,
704168,BBB,2013J,resource,,
704169,BBB,2013J,resource,,
704170,BBB,2013J,resource,,
704171,BBB,2013J,resource,,
704172,BBB,2013J,resource,,
704173,BBB,2013J,resource,,
704174,BBB,2013J,resource,,
704175,BBB,2013J,resource,,
704176,BBB,2013J,resource,,
704177,BBB,2013J,resource,,
704178,BBB,2013J,resource,,
704179,BBB,2013J,resource,,
704180,BBB,2013J,resource,,
704181,BBB,2013J,resource,,
704182,BBB,2013J,resource,,
704183,BBB,2013J,resource,,
704184,BBB,2013J,resource,,
704185,BBB,2013J,resource,,
704186,BBB,2013J,resource,,
704187,BBB,2013J,resource,,
704188,BBB,2013J,resource,,
704189,BBB,2013J,resource,,
704190,BBB,2013J,resource,,
704191,BBB,2013J,resource,,
704192,BBB,2013J,resource,,
704193,BBB,2013J,resource,,
704194,BBB,2013J,resource,,
704195,BBB,2013J,resource,,
704196,BBB,2013J,resource,,
704197,BBB,2013J,resource,,
704198,BBB,2013J,resource,,
704199,BBB,2013J,resource,,
704200,BBB,2013J,resource,,
704201,BBB,2013J,resource,,
704202,BBB,2013J,resource,,
704203,BBB,2013J,resource,,
704204,BBB,2013J,resource,,
704205,BBB,2013J,resource,,
704206,BBB,2013J,resource,,
704207,BBB,2013J,resource,,
704208,BBB,2013J,resource,,
704209,BBB,2013J,resource,,
704210,BBB,2013J,resource,,
704211,BBB,2013J,resource,,
704212,BBB,2013J,resource,,
704213,BBB,2013J,resource,,
704214,BBB,2013J,resource,,
704215,BBB,2013J,resource,1.0,1.0
